Release	Date	%+-YD	%+-LW	Days	google trends	Avg TD	Avg YD	Weekly	Weekly %+-YD	Weekly %+-LW	Avg Theatre	Avg per Theatre Avg	Avg To Date	Y	Week + 1
A Call to Spy	2020-10-26	108.7	-224.50000000000003	196.0	0.7000000000000001	19.714285714285715	20.0	10840.0	108.7	-224.50000000000003	24.142857142857146	64.85714285714286	124907.28571428572	2020-11-02	11237.0
Spell	2020-10-26	-23.700000000000006	0.0	6.0	50.390526581002796	3.7142857142857135	2.2857142857142856	206591.0	-23.700000000000006	0.0	158.14285714285714	79.85714285714286	62682.857142857145	2020-11-02	186303.0
Tulsa	2020-10-26	1890.5	-172.7	490.0	73.48618459729573	28.857142857142854	30.0	1260.0	1890.5	-172.7	9.571428571428571	19.571428571428573	409858.7142857143	2020-11-02	1566.0
Yellow Rose	2020-10-26	-51.00000000000002	-531.3	147.0	2.2127659574468086	20.428571428571427	19.714285714285715	7485.0	-51.00000000000002	-531.3	74.0	17.714285714285715	353743.7142857142	2020-11-02	7430.0
No Escape	2020-10-26	114.8	-314.7	294.0	4.393939393939394	28.857142857142854	29.285714285714285	1742.0	114.8	-314.7	11.428571428571427	25.42857142857143	166583.7142857143	2020-11-02	465.0
Ava	2020-10-26	0.9000000000000021	-238.3	245.0	91.45880574452005	18.857142857142858	18.857142857142858	11810.0	0.9000000000000021	-238.3	13.571428571428573	143.28571428571428	487970.7142857143	2020-11-02	4176.0
The War with Grandpa	2020-10-26	207.5	-170.3	147.0	3.605633802816901	2.2857142857142856	2.2857142857142856	1728709.0	207.5	-170.3	2353.5714285714284	104.28571428571428	10463193.285714284	2020-11-02	1930168.0
The Last Shift	2020-10-26	-15.4	-432.3	245.0	0.4	25.57142857142857	24.857142857142854	3411.0	-15.4	-432.3	13.0	37.0	642970.2857142857	2020-11-02	725.0
The Kid Detective	2020-10-26	-119.3	-426.6	98.0	0.51	13.714285714285715	13.142857142857142	51554.0	-119.3	-426.6	555.7142857142857	16.142857142857142	337892.5714285714	2020-11-02	8938.0
The Broken Hearts Gallery	2020-10-26	-29.2	-299.9000000000001	343.0	1.0	18.0	17.571428571428573	11618.0	-29.2	-299.9000000000001	126.0	14.142857142857142	4039270.2857142864	2020-11-02	15541.0
Monsters Inc.2020 Re-release	2020-10-26	-27.8	-158.2	27.0	0.0	3.1428571428571432	2.0	232000.0	-27.8	-158.2	530.1428571428571	26.714285714285715	282428.5714285714	2020-11-02	0.0
Heaven	2020-10-26	-10.899999999999988	-519.8	196.0	91.94390857503868	29.714285714285715	30.142857142857146	1159.0	-10.899999999999988	-519.8	12.0	15.285714285714285	109669.85714285713	2020-11-02	803.0
Unhinged	2020-10-26	41.8	-318.1	539.0	15.476190476190483	9.714285714285714	9.714285714285714	197986.0	41.8	-318.1	775.1428571428571	40.0	20531962.14285714	2020-11-02	129664.0
Counter Column	2020-10-26	2.8999999999999986	-373.8	98.0	0.039748800000000015	27.142857142857146	27.714285714285715	2060.0	2.8999999999999986	-373.8	5.571428571428571	53.0	13630.428571428569	2020-11-02	756.0
She Dies Tomorrow	2020-10-26	43.90000000000001	115.4	637.0	0.31	20.428571428571427	20.142857142857142	10909.0	43.90000000000001	115.4	1.5714285714285714	1241.7142857142858	391529.7142857143	2020-11-02	1595.0
Come Play	2020-10-26	-26.1	0.0	6.0	17.460317460317462	0.42857142857142855	0.2857142857142857	3119875.0	-26.1	0.0	935.5714285714287	204.0	948454.2857142857	2020-11-02	2605030.0
Possessor	2020-10-26	-49.7	-283.8	196.0	1.1	14.142857142857142	14.0	30698.0	-49.7	-283.8	97.14285714285714	44.714285714285715	733175.1428571428	2020-11-02	6318.0
Lupin III: The First	2020-10-26	-66.0	5.799999999999994	50.0	0.07488	12.285714285714285	12.142857142857142	2183.0	-66.0	5.799999999999994	15.428571428571427	11.285714285714285	77496.28571428571	2020-11-02	0.0
The New Mutants	2020-10-26	44.39999999999999	-269.4	441.0	4.469987228607919	7.2857142857142865	7.428571428571429	243580.0	44.39999999999999	-269.4	710.8571428571429	54.28571428571429	23267899.14285714	2020-11-02	191423.0
Pray: The Story of Patrick Peyton	2020-10-26	167.20000000000005	-422.9	147.0	0.019219200000000002	24.57142857142857	24.285714285714285	4331.0	167.20000000000005	-422.9	24.857142857142854	27.142857142857146	58336.714285714275	2020-11-02	4898.0
Bump Kowalski and the Ten Commandments	2020-10-26	0.0	0.0	110.0	0.0	3.8571428571428568	0.0	419.0	0.0	0.0	0.14285714285714285	59.85714285714285	473.1428571428572	2020-11-02	0.0
Hocus Pocus2020 Re-release	2020-10-26	-46.9	-38.40000000000001	90.0	0.0	2.142857142857143	1.4285714285714286	456000.0	-46.9	-38.40000000000001	484.28571428571433	57.42857142857143	2015714.2857142857	2020-11-02	0.0
The Nightmare Before Christmas2020 Re-release	2020-10-26	-36.9	-97.6	48.0	0.0	2.571428571428572	1.7142857142857142	386000.0	-36.9	-97.6	523.7142857142857	44.85714285714285	933000.0	2020-11-02	0.0
Honest Thief	2020-10-26	107.90000000000002	-237.8	147.0	7.578947368421053	1.5714285714285714	1.2857142857142858	2078045.0	107.90000000000002	-237.8	2441.142857142857	122.71428571428572	8436354.142857144	2020-11-02	1619272.0
Twiceborn	2020-10-26	-90.8	-401.8	98.0	0.036254400000000006	29.42857142857143	28.714285714285715	1004.0	-90.8	-401.8	7.0	19.0	10113.57142857143	2020-11-02	567.0
Tulsa	2020-11-02	2151.5	851.9	539.0	64.30041152263377	25.714285714285715	26.0	1566.0	2151.5	851.9	9.0	24.42857142857143	411307.4285714286	2020-11-09	1109.0
Unhinged	2020-11-02	49.09999999999999	-250.1	588.0	11.825396825396828	9.142857142857142	9.285714285714286	129664.0	49.09999999999999	-250.1	504.28571428571433	42.0	20695733.57142857	2020-11-09	60833.0
The War with Grandpa	2020-11-02	269.2	26.4	196.0	4.098591549295775	3.0	2.8571428571428568	1930168.0	269.2	26.4	2357.714285714286	116.71428571428572	12247639.0	2020-11-09	1814182.0
Toy Story2020 Re-release	2020-11-02	-7.699999999999997	0.0	6.0	0.0	2.142857142857143	1.4285714285714286	505000.0	-7.699999999999997	0.0	900.8571428571428	34.0	151428.57142857142	2020-11-09	222000.0
Words on Bathroom Walls	2020-11-02	254.7	383.5	314.0	0.3066666666666667	13.428571428571427	10.0	2480.0	254.7	383.5	5.428571428571429	38.42857142857143	1450517.5714285714	2020-11-09	2141.0
Twiceborn	2020-11-02	475.6	258.7	147.0	0.008736	27.142857142857146	28.0	567.0	475.6	258.7	2.142857142857143	63.28571428571429	10638.57142857143	2020-11-09	553.0
She Dies Tomorrow	2020-11-02	-33.2	-244.5	386.0	0.1	11.857142857142858	12.428571428571427	1595.0	-33.2	-244.5	0.5714285714285714	227.85714285714286	227508.42857142855	2020-11-09	0.0
The SpongeBob Movie: Sponge on the Run	2020-11-02	225.8	-26.0	588.0	2.06	14.857142857142858	15.142857142857142	20332.0	225.8	-26.0	73.85714285714286	47.0	4790470.571428572	2020-11-09	8092.0
The Addams Family2020 Re-release	2020-11-02	-106.39999999999998	-410.9	98.0	0.0	9.714285714285714	8.571428571428571	87471.0	-106.39999999999998	-410.9	621.2857142857142	25.285714285714285	648598.0	2020-11-09	5918.0
Spell	2020-11-02	132.3	-106.0	49.0	101.43265479882886	8.142857142857142	8.285714285714286	186303.0	132.3	-106.0	368.57142857142856	71.85714285714286	286962.0	2020-11-09	91819.0
Yellow Rose	2020-11-02	103.9	86.19999999999997	196.0	1.9468085106382975	19.428571428571427	20.142857142857142	7430.0	103.9	86.19999999999997	26.714285714285715	51.28571428571429	360029.4285714286	2020-11-09	3728.0
Pray: The Story of Patrick Peyton	2020-11-02	291.50000000000006	154.09999999999997	196.0	0.0078624	21.285714285714285	21.714285714285715	4898.0	291.50000000000006	154.09999999999997	18.428571428571427	36.57142857142857	62450.714285714275	2020-11-09	3742.0
Possessor	2020-11-02	-22.3	-257.8	134.0	1.85	8.0	8.571428571428571	6318.0	-22.3	-257.8	50.28571428571429	10.0	428450.5714285714	2020-11-09	0.0
No Escape	2020-11-02	-51.2	-115.2	190.0	1.833333333333333	13.571428571428573	14.428571428571427	465.0	-51.2	-115.2	4.571428571428571	8.0	95897.57142857145	2020-11-09	0.0
Love and Monsters	2020-11-02	136.10000000000002	-166.5	147.0	12.222222222222225	9.285714285714286	9.857142857142858	154533.0	136.10000000000002	-166.5	217.57142857142856	113.42857142857143	842207.2857142857	2020-11-09	120688.0
Let Him Go	2020-11-02	-34.9	0.0	6.0	12.38095238095238	0.42857142857142855	0.2857142857142857	4000470.0	-34.9	0.0	1051.7142857142858	232.57142857142856	1225728.5714285714	2020-11-09	2832430.0
The Broken Hearts Gallery	2020-11-02	296.3	296.4	392.0	0.9452054794520548	17.428571428571427	18.285714285714285	15541.0	296.3	296.4	157.42857142857142	11.857142857142858	4050212.4285714286	2020-11-09	6428.0
Infidel	2020-11-02	-25.4	-487.0	343.0	1.666666666666667	20.0	19.571428571428573	5881.0	-25.4	-487.0	52.28571428571429	18.285714285714285	4046591.7142857136	2020-11-09	1868.0
Heaven	2020-11-02	339.6	-204.6	245.0	84.32892228201399	26.57142857142857	26.857142857142854	803.0	339.6	-204.6	7.142857142857142	17.428571428571427	110571.14285714287	2020-11-09	220.0
Counter Column	2020-11-02	46.29999999999998	-420.1	147.0	0.06027840000000001	25.857142857142854	26.0	756.0	46.29999999999998	-420.1	5.0	21.428571428571427	14913.285714285714	2020-11-09	257.0
Come Play	2020-11-02	137.59999999999997	-128.3	49.0	21.269841269841283	1.4285714285714286	1.2857142857142858	2605030.0	137.59999999999997	-128.3	2183.0	170.14285714285714	4312316.428571428	2020-11-09	1564990.0
Ava	2020-11-02	-32.2	-109.9	162.0	48.7528344671202	9.142857142857142	9.714285714285714	4176.0	-32.2	-109.9	5.142857142857143	66.0	283504.71428571426	2020-11-09	0.0
After We Collided	2020-11-02	17.300000000000004	-281.3	98.0	28.712783814824643	11.285714285714285	11.714285714285715	99246.0	17.300000000000004	-281.3	459.8571428571428	34.714285714285715	2293328.1428571427	2020-11-09	33124.0
A Call to Spy	2020-11-02	196.6	-27.999999999999996	245.0	0.65	17.857142857142858	18.428571428571427	11237.0	196.6	-27.999999999999996	24.714285714285715	61.85714285714285	135407.0	2020-11-09	8056.0
2 Hearts	2020-11-02	26.999999999999986	-350.6	147.0	3.4791666666666665	11.0	11.0	102804.0	26.999999999999986	-350.6	673.2857142857142	28.285714285714285	1248121.2857142857	2020-11-09	39604.0
Honest Thief	2020-11-02	144.40000000000003	-182.2	196.0	6.789473684210527	2.8571428571428568	2.7142857142857144	1619272.0	144.40000000000003	-182.2	2298.714285714286	101.85714285714286	10273587.714285716	2020-11-09	1184504.0
The Call	2020-11-02	116.5	-246.1	213.0	76.9085411942555	11.714285714285715	9.285714285714286	21864.0	116.5	-246.1	56.14285714285714	52.85714285714285	424942.2857142858	2020-11-09	4960.0
Kindred	2020-11-02	-25.7	0.0	6.0	4.761904761904763	7.857142857142858	5.285714285714286	6795.0	-25.7	0.0	21.428571428571427	19.285714285714285	2034.571428571429	2020-11-09	1667.0
The Kid Detective	2020-11-02	-33.8	-558.5999999999998	147.0	0.30999999999999994	17.0	16.428571428571427	8938.0	-33.8	-558.5999999999998	115.42857142857143	11.571428571428573	359761.0	2020-11-09	955.0
The Empty Man	2020-11-02	67.99999999999997	-381.2	98.0	4.644444444444444	4.857142857142857	4.571428571428571	456799.0	67.99999999999997	-381.2	1704.7142857142858	44.57142857142857	2501131.4285714286	2020-11-09	179811.0
The New Mutants	2020-11-02	89.1	-176.39999999999995	490.0	10.034665207079	6.857142857142858	7.142857142857142	191423.0	89.1	-176.39999999999995	455.57142857142856	71.71428571428571	23480159.714285716	2020-11-09	154511.0
The Last Shift	2020-11-02	808.5000000000001	607.8000000000002	294.0	0.36000000000000004	26.285714285714285	26.857142857142854	725.0	808.5000000000001	607.8000000000002	13.0	7.571428571428571	644086.5714285715	2020-11-09	152122.0
The Informer	2020-11-02	-25.8	0.0	6.0	2.431578947368421	3.4285714285714284	2.2857142857142856	133475.0	-25.8	0.0	121.28571428571428	67.28571428571429	40237.142857142855	2020-11-09	115256.0
Yellow Rose	2020-11-09	-18.9	258.8	134.0	1.25531914893617	9.142857142857142	9.714285714285714	3728.0	-18.9	258.8	9.714285714285714	31.0	209386.85714285716	2020-11-16	0.0
Tulsa	2020-11-09	696.1	202.4	588.0	72.17393130091547	25.285714285714285	25.285714285714285	1109.0	696.1	202.4	7.7142857142857135	22.857142857142854	412792.1428571429	2020-11-16	0.0
Ammonite	2020-11-09	-14.0	0.0	6.0	3.980392156862745	5.571428571428571	3.8571428571428568	87552.0	-14.0	0.0	120.0	44.42857142857143	25689.42857142857	2020-11-16	23383.0
Honest Thief	2020-11-09	143.0	-155.2	245.0	6.815789473684211	4.285714285714286	4.142857142857143	1184504.0	143.0	-155.2	2056.714285714286	86.0	11724717.714285715	2020-11-16	642302.0
The Kid Detective	2020-11-09	-6.400000000000008	-337.9000000000001	106.0	0.21	12.714285714285715	12.428571428571427	955.0	-6.400000000000008	-337.9000000000001	36.57142857142857	1.8571428571428568	207886.85714285716	2020-11-16	0.0
Twiceborn	2020-11-09	566.4	1019.3	106.0	0.0	13.428571428571427	13.857142857142858	553.0	566.4	1019.3	0.5714285714285714	79.0	6417.857142857143	2020-11-16	0.0
Heaven	2020-11-09	-73.2	14.1	162.0	49.920465698717315	14.857142857142858	15.142857142857142	220.0	-73.2	14.1	3.4285714285714284	5.0	63521.42857142857	2020-11-16	0.0
The Call	2020-11-09	-60.19999999999998	-299.0	213.0	63.86999244142106	14.0	11.0	4960.0	-60.19999999999998	-299.0	23.714285714285715	21.428571428571427	366534.2857142858	2020-11-16	1014.0
Guardians of the Galaxy2020 Re-release	2020-11-09	3.3999999999999986	0.0	6.0	0.0	2.571428571428572	1.7142857142857142	406000.0	3.3999999999999986	0.0	668.5714285714286	36.857142857142854	119571.42857142855	2020-11-16	136000.0
Freaky	2020-11-09	-54.7	0.0	6.0	18.51851851851853	0.42857142857142855	0.2857142857142857	3600355.0	-54.7	0.0	1059.4285714285713	207.85714285714286	1138727.142857143	2020-11-16	2053090.0
Elf2020 Re-release	2020-11-09	-21.700000000000006	0.0	6.0	0.0	4.0	2.571428571428572	170000.0	-21.700000000000006	0.0	128.57142857142858	80.71428571428571	53386.285714285725	2020-11-16	180000.0
Bump Kowalski and the Ten Commandments	2020-11-09	0.0	0.0	124.0	0.0	3.571428571428572	0.0	378.0	0.0	0.0	0.14285714285714285	54.0	527.1428571428571	2020-11-16	0.0
Counter Column	2020-11-09	-270.6	-431.6	196.0	0.018782400000000005	27.0	27.0	257.0	-270.6	-431.6	3.2857142857142856	13.571428571428573	15407.285714285714	2020-11-16	25.0
Unhinged	2020-11-09	-24.5	-333.7000000000001	637.0	13.015873015873018	13.285714285714285	12.285714285714285	60833.0	-24.5	-333.7000000000001	289.14285714285717	35.0	20795955.285714287	2020-11-16	0.0
The Last Shift	2020-11-09	49849.2	181056.2	343.0	0.35	18.142857142857142	21.142857142857142	152122.0	49849.2	181056.2	65.28571428571429	163.42857142857142	686086.8571428572	2020-11-16	237863.0
Come Away	2020-11-09	16.1	0.0	6.0	4.886792452830188	4.714285714285714	3.1428571428571432	106084.0	16.1	0.0	203.57142857142856	31.57142857142857	30661.285714285717	2020-11-16	59472.0
Infidel	2020-11-09	-142.8	-474.4	392.0	1.8253968253968256	22.857142857142854	22.142857142857146	1868.0	-142.8	-474.4	20.142857142857142	13.714285714285715	4050473.7142857136	2020-11-16	103.0
Kindred	2020-11-09	-73.80000000000003	0.0	22.0	6.50793650793651	10.857142857142858	10.571428571428571	1667.0	-73.80000000000003	0.0	28.57142857142857	4.571428571428571	4478.857142857143	2020-11-16	0.0
The SpongeBob Movie: Sponge on the Run	2020-11-09	369.3	167.39999999999995	358.0	1.28	8.571428571428571	8.428571428571429	8092.0	369.3	167.39999999999995	31.42857142857143	20.857142857142858	2746887.8571428573	2020-11-16	0.0
Let Him Go	2020-11-09	114.99999999999996	-169.7	49.0	11.349206349206352	1.4285714285714286	1.2857142857142858	2832430.0	114.99999999999996	-169.7	2455.714285714286	164.28571428571428	5386378.571428572	2020-11-16	1110540.0
The Broken Hearts Gallery	2020-11-09	88.1	-143.10000000000005	441.0	1.2739726027397258	18.857142857142858	18.0	6428.0	88.1	-143.10000000000005	249.85714285714286	3.1428571428571432	4063218.857142857	2020-11-16	1273.0
The Addams Family2020 Re-release	2020-11-09	-74.1	-368.7000000000001	78.0	0.0	7.857142857142858	8.0	5918.0	-74.1	-368.7000000000001	61.14285714285714	7.7142857142857135	386771.1428571429	2020-11-16	0.0
The Empty Man	2020-11-09	-25.90000000000001	-373.3	147.0	2.5555555555555562	8.714285714285714	7.571428571428571	179811.0	-25.90000000000001	-373.3	927.1428571428572	33.714285714285715	2845108.0	2020-11-16	44281.0
2 Hearts	2020-11-09	-22.300000000000004	-413.4	196.0	3.4375000000000004	14.714285714285715	13.714285714285715	39604.0	-22.300000000000004	-413.4	280.0	24.57142857142857	1320277.7142857143	2020-11-16	8781.0
Spell	2020-11-09	43.7	-281.6	98.0	103.38745970929884	12.428571428571427	11.285714285714285	91819.0	43.7	-281.6	278.42857142857144	63.0	439034.7142857143	2020-11-16	15391.0
After We Collided	2020-11-09	-23.39999999999999	-445.90000000000015	147.0	21.350531554613195	15.285714285714285	14.285714285714285	33124.0	-23.39999999999999	-445.90000000000015	257.57142857142856	23.142857142857146	2361676.285714286	2020-11-16	6047.0
Pray: The Story of Patrick Peyton	2020-11-09	666.2	-170.4	245.0	0.0	22.857142857142854	22.857142857142854	3742.0	666.2	-170.4	19.0	27.57142857142857	66909.85714285714	2020-11-16	1494.0
Toy Story2020 Re-release	2020-11-09	18.1	-167.2	27.0	0.0	3.571428571428572	2.2857142857142856	222000.0	18.1	-167.2	582.8571428571429	23.142857142857146	281142.85714285716	2020-11-16	0.0
True to the Game 2	2020-11-09	18.4	0.0	27.0	2.21	3.0	2.0	287819.0	18.4	0.0	120.42857142857143	146.14285714285714	220124.85714285716	2020-11-16	161016.0
Come Play	2020-11-09	190.9	-273.9	98.0	20.000000000000004	2.8571428571428568	2.571428571428572	1564990.0	190.9	-273.9	2090.0	109.71428571428572	6437042.142857143	2020-11-16	777275.0
The Informer	2020-11-09	6.999999999999992	-163.70000000000005	49.0	4.063157894736842	10.857142857142858	9.714285714285714	115256.0	6.999999999999992	-163.70000000000005	233.7142857142857	79.0	194180.7142857143	2020-11-16	37442.0
A Call to Spy	2020-11-09	286.5	-137.2	294.0	0.6100000000000001	18.714285714285715	18.142857142857142	8056.0	286.5	-137.2	18.857142857142858	100.57142857142857	145957.7142857143	2020-11-16	2168.0
Love and Monsters	2020-11-09	118.70000000000002	-118.2	196.0	9.206349206349207	10.571428571428571	9.857142857142858	120688.0	118.70000000000002	-118.2	156.42857142857142	120.0	985460.1428571428	2020-11-16	22201.0
The War with Grandpa	2020-11-09	324.9	53.10000000000001	245.0	4.056338028169014	3.1428571428571432	3.1428571428571432	1814182.0	324.9	53.10000000000001	2261.0	117.57142857142857	14163228.285714285	2020-11-16	973453.0
The New Mutants	2020-11-09	55.20000000000001	-54.90000000000001	539.0	15.416894727239557	9.285714285714286	8.428571428571429	154511.0	55.20000000000001	-54.90000000000001	279.0	85.57142857142857	23664840.0	2020-11-16	73449.0
Words on Bathroom Walls	2020-11-09	-12.399999999999993	11.699999999999989	588.0	1.9466666666666668	22.714285714285715	22.428571428571423	2141.0	-12.399999999999993	11.699999999999989	6.857142857142858	41.57142857142857	2541307.1428571427	2020-11-16	150.0
A Call to Spy	2020-11-16	29.39999999999999	-93.2	190.0	0.16	8.571428571428571	9.714285714285714	2168.0	29.39999999999999	-93.2	4.571428571428571	38.42857142857143	86309.42857142858	2020-11-23	0.0
Ammonite	2020-11-16	9.0	-219.8	27.0	1.7254901960784312	7.428571428571429	5.142857142857143	23383.0	9.0	-219.8	77.14285714285714	18.285714285714285	44192.285714285725	2020-11-23	0.0
The New Mutants	2020-11-16	6.9999999999999885	-358.7	588.0	16.23791278963693	10.571428571428571	10.428571428571429	73449.0	6.9999999999999885	-358.7	167.85714285714286	77.28571428571429	23776417.714285716	2020-11-23	0.0
2 Hearts	2020-11-16	8.399999999999991	-538.8000000000002	245.0	3.020833333333333	16.428571428571427	16.285714285714285	8781.0	8.399999999999991	-538.8000000000002	107.71428571428572	14.714285714285715	1341672.2857142857	2020-11-23	0.0
Buddy Games	2020-11-16	-32.0	0.0	6.0	1.46	5.0	3.2857142857142856	150497.0	-32.0	0.0	171.85714285714286	53.42857142857143	45848.0	2020-11-23	0.0
The Last Vermeer	2020-11-16	-32.7	0.0	6.0	1.72	3.571428571428572	2.4285714285714284	225691.0	-32.7	0.0	390.8571428571428	35.285714285714285	68503.85714285714	2020-11-23	0.0
After We Collided	2020-11-16	-97.4	-564.4	196.0	16.687771789812615	17.428571428571427	17.0	6047.0	-97.4	-564.4	93.85714285714286	13.285714285714285	2380682.8571428573	2020-11-23	0.0
Come Away	2020-11-16	134.10000000000002	-197.0	49.0	6.867924528301888	11.714285714285715	11.142857142857142	59472.0	134.10000000000002	-197.0	384.57142857142856	26.0	135697.42857142858	2020-11-23	0.0
The Santa Clause2020 Re-release	2020-11-16	-10.200000000000003	0.0	6.0	0.0	2.2857142857142856	1.4285714285714286	461000.0	-10.200000000000003	0.0	677.5714285714286	41.57142857142857	137857.14285714287	2020-11-23	0.0
Words on Bathroom Walls	2020-11-16	38.09999999999997	-632.8	637.0	1.7866666666666666	22.0	22.142857142857146	150.0	38.09999999999997	-632.8	2.7142857142857144	11.428571428571427	2542435.5714285714	2020-11-23	0.0
The Call	2020-11-16	-47.2	-411.1	343.0	89.00226757369619	20.428571428571427	20.428571428571427	1014.0	-47.2	-411.1	14.0	12.857142857142858	515823.5714285714	2020-11-23	0.0
Come Play	2020-11-16	166.0	-359.9000000000001	147.0	18.095238095238102	4.285714285714286	4.285714285714286	777275.0	166.0	-359.9000000000001	1708.0	74.28571428571429	7625119.285714285	2020-11-23	0.0
The Broken Hearts Gallery	2020-11-16	-77.3	-219.3	274.0	0.5753424657534246	9.142857142857142	10.0	1273.0	-77.3	-219.3	136.57142857142858	0.5714285714285714	2323986.5714285714	2020-11-23	0.0
Spell	2020-11-16	23.200000000000014	-227.1	78.0	64.07416095429234	6.2857142857142865	7.571428571428571	15391.0	23.200000000000014	-227.1	90.85714285714286	13.571428571428573	282168.71428571426	2020-11-23	0.0
The Empty Man	2020-11-16	46.00000000000002	-527.8	196.0	1.3333333333333337	13.571428571428573	13.142857142857142	44281.0	46.00000000000002	-527.8	375.71428571428567	22.714285714285715	2944382.4285714286	2020-11-23	0.0
The Forgotten Carols	2020-11-16	-101.5	0.0	6.0	0.07032479999999999	6.142857142857142	3.571428571428572	103393.0	-101.5	0.0	24.857142857142854	254.42857142857144	36161.0	2020-11-23	0.0
Pray: The Story of Patrick Peyton	2020-11-16	425.9	-263.7	294.0	0.0091728	19.714285714285715	19.428571428571427	1494.0	425.9	-263.7	16.0	14.571428571428573	69961.71428571429	2020-11-23	0.0
True to the Game 2	2020-11-16	14.999999999999995	-132.2	48.0	1.2	4.857142857142857	3.4285714285714284	161016.0	14.999999999999995	-132.2	92.57142857142857	106.14285714285714	339400.71428571426	2020-11-23	0.0
The War with Grandpa	2020-11-16	249.1	-313.6	294.0	3.014084507042253	3.2857142857142856	3.4285714285714284	973453.0	249.1	-313.6	1949.142857142857	77.85714285714286	15617239.857142854	2020-11-23	0.0
Love and Monsters	2020-11-16	-70.5	-194.1	134.0	4.206349206349207	5.142857142857143	5.857142857142858	22201.0	-70.5	-194.1	73.71428571428571	24.285714285714285	607283.0	2020-11-23	0.0
The Last Shift	2020-11-16	4.899999999999995	319107.4	218.0	0.19	2.2857142857142856	2.8571428571428568	237863.0	4.899999999999995	319107.4	77.14285714285714	251.42857142857144	549015.4285714285	2020-11-23	0.0
Let Him Go	2020-11-16	103.20000000000002	-427.7000000000001	98.0	6.349206349206351	2.2857142857142856	2.142857142857143	1110540.0	103.20000000000002	-427.7000000000001	2221.8571428571427	76.14285714285714	7355922.857142857	2020-11-23	0.0
Infidel	2020-11-16	-47.2	-371.9	246.0	1.031746031746032	11.285714285714285	12.285714285714285	103.0	-47.2	-371.9	4.0	2.0	2314920.285714286	2020-11-23	0.0
Honest Thief	2020-11-16	142.5	-325.2999999999999	294.0	5.526315789473684	5.571428571428571	5.571428571428571	642302.0	142.5	-325.2999999999999	1590.571428571429	65.71428571428571	12649707.57142857	2020-11-23	0.0
Gekijouban Fate/Stay Night: Heaven's Feel - III. Spring Song	2020-11-16	-27.0	0.0	12.0	0.0	4.0	2.4285714285714284	200000.0	-27.0	0.0	130.28571428571428	93.85714285714286	61428.57142857143	2020-11-23	0.0
Freaky	2020-11-16	64.2	-189.3	49.0	19.84126984126985	1.0	1.0	2053090.0	64.2	-189.3	2294.142857142857	133.14285714285714	4604850.0	2020-11-23	0.0
Embattled	2020-11-16	-62.0	0.0	6.0	1.31	8.428571428571429	5.571428571428571	15141.0	-62.0	0.0	29.142857142857146	31.57142857142857	4853.285714285715	2020-11-23	0.0
Elf2020 Re-release	2020-11-16	22.5	33.0	27.0	0.0	4.428571428571429	3.1428571428571432	180000.0	22.5	33.0	111.0	99.14285714285714	125814.85714285714	2020-11-23	0.0
Counter Column	2020-11-16	-100.0	-240.5	134.0	0.018782400000000005	11.714285714285715	12.857142857142858	25.0	-100.0	-240.5	0.5714285714285714	3.571428571428572	8863.0	2020-11-23	0.0
Vanguard	2020-11-16	-15.5	0.0	6.0	19.463340891912328	3.0	2.0	380428.0	-15.5	0.0	589.2857142857142	39.285714285714285	112981.28571428572	2020-11-23	0.0
The Informer	2020-11-16	-58.20000000000002	-457.5	98.0	2.263157894736842	13.857142857142858	13.428571428571427	37442.0	-58.20000000000002	-457.5	123.0	53.714285714285715	270363.71428571426	2020-11-23	0.0
Guardians of the Galaxy2020 Re-release	2020-11-16	9.9	-199.7	27.0	0.0	5.571428571428571	3.7142857142857135	136000.0	9.9	-199.7	349.28571428571433	23.714285714285715	213857.1428571429	2020-11-23	0.0
